ORG_EIN,ORG_NAME,STREET,CITY,STATE,ZIP,NTEE_CD,SORT_NAME
993907744,STREET CHEF INC NFP,200 N SEMINARY ST APT 2,DOWNS,IL,61736-7549,K30,NA
993914885,INTOUCH MINISTRY,2021 EDISON ST,CHARLOTTE,NC,28206-2428,K31,NA
993920533,FRIENDS WITHOUT SHELTER CO,3616 S KANSAS AVE,SAINT FRANCIS,WI,53235-3607,K30,NA
993950925,APPOMATTOX FFA ALUMNI ASSOCIATION INC,PO BOX 328,APPOMATTOX,VA,24522-0328,K20,NA
993990410,GRANDVIEW HEIGHTS FARMERS MARKET,906 COPELAND RD,GRANDVIEW,OH,43212-3808,K99,NA
993992639,MUSTANGS CARE,PO BOX 13,VIENNA,OH,44473-0013,K30,NA
994003524,HIVE TO HARVEST,1200 RT 390 SUITE 103,CRESCO,PA,18326-7904,P20,NA
994023288,SCHOOL STREET FOOD PANTRY,211 N SCHOOL ST,NORMAL,IL,61761-2503,K31,NA
994038134,COMUNIDAD UNIDA,895 NC 39 HWY S,LOUISBURG,NC,27549-7114,K30,NA
994047997,GAZA SOUP KITCHEN,3611 CARPENTER ST STE 5,HAMTRAMCK,MI,48212-2784,K30,NA
994050929,COMMUNITY COMPANIONS,1771 CROFTON DR,ALGONQUIN,IL,60102-4333,K31,NA
994053156,FREEZER MINISTRY AND GARDEN GATHERERS INC,1830 BUTZTOWN RD,BETHLEHEM,PA,18017-3210,K30,NA
994082938,NORFOLK FARMERS MARKET,84282 566 AVE,STANTON,NE,68779-2046,K93,NA
994087047,EMPOWER COMMUNITY CARE,3350 CLEVELAND AVE STE 1936,COLUMBUS,OH,43224-3677,K34,NA
994095137,TRINITY-ST MARKS PANTRY AND GARDENS,9315 W FORT ST,DETROIT,MI,48209-2555,K31,NA
994096444,PENNSYLVANIA VEGETABLE GROWERS FOUNDATION,908 N 2ND ST,HARRISBURG,PA,17102-3119,K20,NA
994098169,MN SHORTHORN ASSOCIATION,17173 158TH ST,HAMBURG,MN,55339-9421,K20,NA
994107188,FIELDS OF SINSINAWA INC,W9205 COUNTY ROAD QQ,WATERTOWN,WI,53098-4122,K99,NA
994136646,MISSION 5811,1813 ALAMANCE CHURCH RD,GREENSBORO,NC,27406-9602,K20,NA
994148633,SHROOMATE,532 E MAIN ST APT 1,NORRISTOWN,PA,19401-5121,K20,NA
994151766,LAKES AREA FARMERS MARKET OF DICKINSON COUNTY,204 LAKE AVE,LAKE PARK,IA,51347-7715,K99,NA
994160076,GREATER WORKS MINISTRIES FAMILY RESOURCE CENTER,4558 STONEHAVEN DR,LIBERTY TWP,OH,45011-6602,K31,NA
994167496,GO COLUMBUS AG,5360 STURGIS DR,CANAL WNCHSTR,OH,43110-8079,K20,NA
994175485,KINGDOMS MARKET,841 COLONEL MEADE DR,SUFFOLK,VA,23434-7541,K31,NA
994186761,FEAST OF PLENTY INC,3893 S 700 E,GREENFIELD,IN,46140-9740,K30,LISA MUEGGE FEAST OF PLENTY
994203630,TATE FARM BY THE POND COMMUNITY GARDEN,5514 NC HWY 11,WILLARD,NC,28478-7030,K20,NA
994204667,FEED MY SHEEP OF ROGERS OHIO,1229 COLUMBIANA LISBON RD,COLUMBIANA,OH,44408-2207,K31,NA
994221234,LIFE LINE 4HUNGRY,206 E VIENNA ST,CLIO,MI,48420-1423,K31,NA
994232227,SOUTHEAST HUNGER CENTER,415 NORTHFIELD RD,BEDFORD,OH,44146-2202,K31,NA
994267534,RONCEVERTE FOOD PANTRY INC,426 MAIN ST W,RONCEVERTE,WV,24970-1373,K31,NA
994305092,MAGIC FOOD BUS PANTRY,20153 RICHARDSON RD,LAKE ANN,MI,49650-9766,K31,MAGIC FOOD BUS - MOBILE PANTRY
994318148,IN HIS HANDS FOOD PANTRY INC,93 CHESTNUT ST,BREVARD,NC,28712-3009,K31,NA
994321891,SOUTH EAST IOWA ANGLERS CLUB,2442 225TH ST,OSKALOOSA,IA,52577-9647,K12,NA
994322241,WADE FAMILY FOOD BANK,8869 NATIONAL RD SW,ETNA,OH,43062-9019,K31,NA
994335005,SUELO SANO INC,5148 S JUSTINE ST,CHICAGO,IL,60609-4936,K20,NA
994346765,FEEDING THE VILLAGE INC,1222 PAULSON AVE,PITTSBURGH,PA,15206-1826,K30,NA
994349316,OPERATION LOVE FREEPORT,1530 S OAK AVE,FREEPORT,IL,61032-6445,K30,NA
994360704,86 HUNGER NOW INC,5202 LARGO CT UNIT 102,WILMINGTON,NC,28409-5764,K36,NA
994363495,MEALS THAT HEAL MINISTRIES INC,1220 TIMBER DRIVE EAST 1084,GARNER,NC,27529-6917,K34,NA
994363582,SANDYS GARDEN INC,23750 ANNIE CROW ROAD,CHESTERTOWN,MD,21620-0000,K30,NA
994376171,OPEN HANDS OF MD INC,860 BALTIMORE ANNAPOLIS BLVD,SEVERNA PARK,MD,21146-4732,K31,OPEN HANDS OF MD
994381499,NATIVUS AG,20 F STREET NW 7TH FLOOR,WASHINGTON,DC,20001-6700,K99,NA
994391982,LOUISVILLE METRO FEEDING NEEDS,2727 W BROADWAY UNIT 11043,LOUISVILLE,KY,40251-4001,P20,NA
994412136,JUMPERS PROJECT,5957 HARPERS FARM RD,COLUMBIA,MD,21044-3064,K30,NA
994413166,ABUNDANT LIFE FOOD PANTRY,2300 W 69TH ST,CHICAGO,IL,60636-3102,K31,NA
994462240,TAG FOOD PANTRY NFP,571 CACHE CHAPEL ROAD,OLMSTED,IL,62970-0000,K31,NA
994512843,INSTITUTE FOR HUMAN STEWARDSHIP INCORPORATED,617 COLE ST,WATERTOWN,WI,53094-3841,K99,IHS
994514561,FAVORED AND CHOSEN FOUNDATION INC,9520 MUIRKIRK RD APT 301,LAUREL,MD,20708-2735,K30,NA
994525407,TRUTH A NEW AND LIVING WAY,2035 W 75TH PL UNIT 31,MERRILLVILLE,IN,46410-4708,K12,NA
994537760,ALL PEOPLES PANTRY,4444 FRANCES ST,OMAHA,NE,68105-2815,K31,NA
994558336,SPIRIT OF MATTHEW 25,10506 HANSON BLVD NW,COON RAPIDS,MN,55433-4131,K30,NA
994566852,HIS TABLE,4232 LIMESTONE RD,KEYSER,WV,26726-9681,K30,NA
994574687,MOGASA - CULINARY ROOTS,7455 BROCKTON RD,PHILADELPHIA,PA,19151-2911,K30,NA
994602161,MEALS ON WHEELS OHIO INC,1022 CARLISLE AVE,CAMBRIDGE,OH,43725-2420,K36,SAME AS LISTED
994604497,LITTLE RED BLESSING FOOD BOX CO,1239 ALEXANDRIA DR,LEXINGTON,KY,40504-1503,K31,NA
994633295,GWINN FOOD SYSTEM,395 N SOUTH POINT LN,GWINN,MI,49841-9251,K99,NA
994644727,MCGUFFEY FOOD PANTRY,9 SAW HILL RD,CLAYSVILLE,PA,15323-1074,K31,NA
994651044,ENRICHED NUTRITION,111 BAIN ST SUITE 304,GREENSBORO,NC,27406-1321,K30,NA
994667607,MERAKI CARES,545 TRADER MILL RD,COLUMBIA,SC,29223-5131,K97,NA
994669035,HARMONIE HEARTS COMMUNITY SERVICES INC,5350 ALLIED BLVD,INDIANAPOLIS,IN,46224-8857,K31,NA
994697469,ELY IOWA COMMUNITY FOOD PANTRY,1495 NORTH DR,ELY,IA,52227-9580,K31,NA
994699573,JESUS HELPING HANDS MOBILE MARKETS,530 W PARK ST,DU QUOIN,IL,62832-1140,K30,NA
994704386,LIVE LAUGH LOAVES MKE,2966 S 57TH ST,MILWAUKEE,WI,53219-3125,K30,MIQUELARAE ARTZ SOLE MBR
994729535,PRUITT HOUSE,302 MILLERSBURG MAIN ST,PARIS,KY,40361-9437,K30,THE MOMENT
994732768,WHOLESOME FOOD FOR ALL FOUNDATION INC,29633 WOODGATE DR,MILTON,DE,19968-3313,K31,NA
994733359,CULTIVATING COMMUNITY,4915 SAINT BARNABAS RD,TEMPLE HILLS,MD,20748-4605,K99,NA
994735743,FREE LOADERS EXPRESS INC,40 LYNDALE CT,BATTLE CREEK,MI,49015-3339,K20,NA
994742665,NEW BRITAIN FOOD PANTRY INC,22 E BUTLER AVENUE,NEW BRITAIN,PA,18901-0000,K31,NA
994758422,FEED FORWARD INC,6977 SILENT DELL LN,COLUMBIA,MD,21044-4251,K30,NA
994780729,FTS CHARITY,1655 ROSS AVE,CINCINNATI,OH,45205-1342,K30,FEED THE SOUL
994781511,GOOD FOLK PROJECT INC,124 EAST ST,DOYLESTOWN,PA,18901-4450,K99,GOOD FOLK
994792095,GAP FOOD PANTRY,PO BOX 705,CROWN POINT,IN,46308-0705,K31,NA
994819283,ASR HALSEY HELPINH HANDS,705 1/2 S LOXLEY RD,HOUGHTON LAKE,MI,48629-0000,K34,NA
994822351,MADEAR HOUSE,12018 S LOOMIS ST,CHICAGO,IL,60643-5451,K30,NA
994850273,GARNER FOODS FOUNDATION INC,614 W 4TH ST,WINSTON SALEM,NC,27101-2730,K31,NA
994861910,ROOTS TO GROWTH,100 S GARNETT ST,HENDERSON,NC,27536-4642,K20,NA
994890645,COON RAPIDS-BAYARD FOOD PANTRY,519 2ND AVE,COON RAPIDS,IA,50058-1328,K31,CR-B FOOD PANTRY
994890779,EMMONS COUNTY SENIOR FOOD SERVICES,203 S BROADWAY ST,LINTON,ND,58552-7608,K36,NA
994915281,AGRICULTURAL WORKFORCE INSTITUTE,8780 HAYDEN RUN RD,PLAIN CITY,OH,43064-7618,K20,NA
994915444,AURORA KARES,339 INWOOD TRL,AURORA,OH,44202-8205,K12,NA
994920560,SECOND HARVEST HEARTLAND FOUNDATION,7101 WINNETKA AVE N,BROOKLYN PARK,MN,55428-1619,K11,NA
994930945,BALDWIN THRIFT CENTER,PO BOX 607,BALDWIN,MI,49304-0607,K12,NA
994957292,ON 3RD AFFORDABLE FOOD OUTREACH SERVICE TRUCK,11057 S FAIRFIELD AVE,CHICAGO,IL,60655-1813,K36,NA
994971227,FOURTEE ACRES RESOURCE MARKET,21301 NC HIGHWAY 561,ENFIELD,NC,27823-8698,K20,NA
994973409,ORWIGSBURG AREA FOOD PANTRY INC,PO BOX 216,ORWIGSBURG,PA,17961-0216,K31,NA
995000158,HARVEST OF KINDNESS INC,1964 S MOREY RD,LAKE CITY,MI,49651-9380,P60,NA
995009935,KENOSHA WELCOME CENTER INC,4623 75TH ST STE 4 PMB 221,KENOSHA,WI,53142-3747,K31,GRACE WELCOME CENTER
995012570,ATK FARMS,48405 TOKER RD,HOPEDALE,OH,43976-8701,K31,NA
995026795,SHIRLEYS LEGACY FOOD INITIATIVE,2744 MOUNDCREST ST,COLUMBUS,OH,43232-4714,K31,NA
995031289,SHIRE GARDENS,5441 CHESHIRE RD,GALENA,OH,43021-9408,K99,NA
995046204,365 ABUNDANT BLESSINGS,1602 MEMORIAL PARK AVE,MARTINSBURG,WV,25401-2399,K31,NA
995049497,FOOD FOR THOUGHT,129 W GORHAM ST,MADISON,WI,53703-2008,P20,NA
995059171,RURAL ROOTS FOUNDATION,1515 HENLEY ST,ORANGEBURG,SC,29115-5031,K20,NA
995060887,BARTACY FOUNDATION,9860 STATE ROUTE 188,CIRCLEVILLE,OH,43113-9382,K30,NA
995078387,HEAVENLY FATHER FARMS,50163 CHELTENHAM DR,MACOMB,MI,48044-1389,K30,NA
995084364,NEBRASKA SEED TRADE ASSOCIATION INC,268 PLANT SCIENCES HALL,LINCOLN,NE,68583-0000,K20,NA
995102894,EAST ASHEVILLE FARMERS MARKET,4193 RURITAN DR,MORGANTON,NC,28655-7646,K99,EAST ASHEVILLE TAILGATE MARKET
995126430,OMAHA FARMERS MARKET INC,511 S 11TH ST,OMAHA,NE,68102-2807,K20,NA
995131153,BRITTS KITCHEN,1414 WILSON AVE UNIT 5,BRISTOL,PA,19007-4230,K35,NA
010574950,AKSHAYA PATRA FOUNDATION USA,PO BOX 14220,FREMONT,CA,94539-1520,K30,NA
010612200,SERVANTS HEART INTERNATIONAL MINISTRY INC,6109 ANNO AVE,ORLANDO,FL,32809-5083,K30,NA
010693898,CARBON COUNTY FOOD BANK,202 STATE ST,JOLIET,MT,59041-8005,K31,NA
010698118,INTEGRITY TRANSFORMATIONS COMMUNITY DEVELOPMENT CORPORATION,692 LINDSAY STREET,ATLANTA,GA,30318-0000,K30,NA
010734576,DIVINE SPARK INC,11971 BLACK OAK DR,NEVADA CITY,CA,95959-3448,K35,NA
010753954,FIVE LOAVES AND TWO FISHES FOOD MINISTRIES INC,44 OPHELIA DR,GAINESVILLE,GA,30504-5626,K30,NA
010803287,RESEARCH CENTER ADMINISTRATORS SOCIETY,2556 W HIGHWAY 318,CITRA,FL,32113-2132,K20,NA
010812110,MINISTRIES WITH A VISION INTERNATIONAL,1907 AVANTE DR,CEDAR PARK,TX,78613-6764,K30,NA
010868717,HELP MINISTRIES INC,1381 CHURCH ST,LARGO,FL,33778-1145,K31,NA
010917172,CARING TOUCH MINISTRIES INC,3850 E SADDLE RIDGE DR,LITHONIA,GA,30038-3971,K30,NA
010924297,STREETS OF HOPE,1410 KILGORE DR,SAINT LOUIS,MO,63137-1510,K31,NA
010927023,MARIPOSA AGRI NATURE ASSOCIATION,PO BOX 746,MARIPOSA,CA,95338-0746,K99,NA
010939609,FOOD OF LIFE OUTREACH MINISTRIES,15110 SW 297TH ST,HOMESTEAD,FL,33033-3706,P20,NA
010946373,JACKSONVILLE BEEKEEPERS ASSOCIATION,1010 MCDUFF AVE N,JACKSONVILLE,FL,32254-2031,K20,NA
010947165,APACHE COUNTY FAIR & RACING ASSOCIATION,PO BOX 1047,SAINT JOHNS,AZ,85936-1047,K20,NA
010966181,CLAY COUNTY SOUP KITCHENS INC,PO BOX 9448,FLEMING ISLE,FL,32006-0029,K35,NA
020549032,GIFTS FROM THE HEART FOOD BANK,PO BOX 155,COUPEVILLE,WA,98239-0155,K31,NA
020551015,THE STOREHOUSE,26201 180TH AVE SE,COVINGTON,WA,98042-4917,K31,NA
020627242,PROJECT FOOD,3866 WESTWOOD DR,RIVERSIDE,CA,92504-2722,K31,NA
020648013,SHARING THE HARVEST,PO BOX 1191,EMPIRE,CA,95319-1191,K31,BROWN CARLA J
020672936,LA VERNE & SAN DIMAS MEALS ON WHEELS,PO BOX 7821,LA VERNE,CA,91750-7821,K36,NA
020708561,STARLITE PINES MUTUAL WATER CO INC,PO BOX 23,SHINGLETOWN,CA,96088-0023,K20,NA
020738229,FOOD SHARE FOOD BANK,PO BOX 231,NEWTON,TX,75966-0231,K31,NA
020773133,KANSAS GRAZING LANDS COALITION INC,PO BOX 29,COTTONWD FLS,KS,66845-0029,K20,NA
020780572,THE FOOD PANTRY,500 DE HARO ST,SAN FRANCISCO,CA,94107-2306,K31,THE PANTRY
020797827,GREENHOUSE COMMUNITY CENTER,PO BOX 62,DEER PARK,WA,99006-0062,K31,NA
020806569,SAN FRANCISCO DITCH COMPANY,PO BOX 36,SAN LUIS,CO,81152-0036,K20,NA
030355124,WORLD LINK PARTNERS INC,2516 E KEDDINGTON LN,HOLLADAY,UT,84117-4561,K30,NA
030391775,SOUTH COUNTY COMMUNITY SERVICES,7950 CHURCH ST,GILROY,CA,95020-4401,K34,NA
030438828,CENTER FOR REGENERATIVE AGRICULTURE,172 S POLI ST,OJAI,CA,93023-2145,K20,NA
030551401,DEVINE FOOD PANTRY MINISTRY INC,PO BOX 578,DEVINE,TX,78016-0578,K31,NA
030568024,AMERICAN IRIS SOCIETY,111 GREENBRIAR LN,JACKSON,TN,38305-8843,K20,7 REGION OF AMERICAN IRIS SOCIETY
043591728,AMERICAN IRIS SOCIETY,15680 MINNETONKA CIR,RENO,NV,89521-7249,K20,HIGH DESERT IRIS & DAYLILY SOCIETY
043614613,SERVING ORPHANS WORLDWIDE INC,PO BOX 1403,BRISTOL,TN,37621-1403,K30,NA
043617683,BAKER COUNTY MINISTERS ASSOCIATION,PO BOX 1254,MACCLENNY,FL,32063-1254,K31,NA
043718164,VILLAGE HARVEST CORPORATION,PO BOX 9231,SAN JOSE,CA,95157-0231,K31,NA
043759806,FDA-BRIDGING THE GAP INC,5373 RIVERDALE RD,ATLANTA,GA,30349-5709,K30,NA
043777444,CHILD FOOD PROGRAM OF TEXAS INC,PO BOX 5465,KATY,TX,77491-5465,K30,NA
043783798,MARIE WHITESIDES KITCHEN INC,827 SHELDON RD,CHANNELVIEW,TX,77530-3511,K31,MARYS KITCHEN
043805168,GLOBAL HUNGER FOUNDATION,15545 DEVONSHIRE ST STE 210,MISSION HILLS,CA,91345-2695,K12,NA
043806565,CALDWELL FOOD BANK,PO BOX 44,CALDWELL,KS,67022-0044,K31,NA
043831923,MEMPHIS FARMERS MARKET,PO BOX 3137,MEMPHIS,TN,38173-0137,K99,NA
043846866,HOPE COMMUNITY OUTREACH MINISTRY,1424 GRIMSLEY RD,GORDON,AL,36343-4942,K31,NA
050542426,NATIONS COMMUNITY RESTORATION,1561 VIRGINIA AVE STE 209A,ATLANTA,GA,30337-2897,K30,NA
050566668,COMMUNITY LUNCH ON CAPITOL HILL,1710 11TH AVE,SEATTLE,WA,98122-2420,K34,NA
050574377,BETHELS HEAVENLY HANDS,12660 SANDPIPER DR,HOUSTON,TX,77035-5345,K31,NA
050578616,MARYMOOR COMMUNITY GARDENERS ASSOCIATION,PO BOX 133,REDMOND,WA,98073-0133,K30,NA
050633371,GLOBAL SEED HARVEST MINISTRIES CORP,5072 COLLEGE ST,JACKSONVILLE,FL,32205-4808,P20,S E E D
061531744,CANSTRUCTION INC,3340 PEACHTREE ROAD NE,ATLANTA,GA,30326-1000,K12,NA
061699569,EMMANUEL MINISTRIES INC,PO BOX 2545,DADE CITY,FL,33526-2545,K31,NA
061727660,OVERCOMING CHURCH OF GOD PENTECOSTAL INC,PO BOX 852,MOBILE,AL,36601-0852,K31,NA
061758499,FOUR STATES AGRICULTURAL EXPOSITON,PO BOX RR,CORTEZ,CO,81321-1290,K20,NA
061782237,TRINITY WITHOUT BORDERS,1668 BOGIE DR,BIG PINE KEY,FL,33043-5015,K31,NA
113124049,JABALU-NUR FOUNDATION,2508 KENT DR,IRVING,TX,75062-1769,K30,NA
113358310,COMMUNITY SUPPORTED AGRICULTURE IN ASTORIA,7901 4TH STREET 4602 IN CARE OF ECO,SAINT PETERSBURG,FL,33702-4305,K20,NA
113673974,HEARTLAND NIGERIAN DWARF GOAT ASSOCIATION,5910 ALAMEDA ST,NORMAN,OK,73026-0884,K20,NA
113697033,OCIA RESEARCH AND EDUCATION INC,PO BOX 373,HUTCHINSON,KS,67504-0373,K20,NA
113704749,FEED HAWAII,PO BOX 531,HAWI,HI,96719-0531,K99,NA
113755967,BEND FARMERS MARKET,1946 NW 1ST ST,BEND,OR,97703-1202,K30,NA
113759200,HOBART AREA MINISTERIAL FOOD PANTRY INC,720 N BAILEY ST,HOBART,OK,73651-1400,K31,NA
113785760,GODS HOMELESS HAVEN INC,PO BOX 720029,BYRAM,MS,39272-0029,K30,NA
113813584,TELLER COUNTY FARMERS MARKET ASSOCIATION,PO BOX 464,WOODLAND PARK,CO,80866-0464,K30,WOODLAND PARK FARMERS MARKET
113814582,FEED BY FAITH,1400 PINE DR N,MERIDIAN,MS,39301-8767,K31,NA
134181753,FRIENDS OF ACTION GROUP ON EROSION TECHNOLOGY AND CONCENTRATION INC,441 AVON ST,OAKLAND,CA,94618-1023,K11,NA
134203945,ORLAND PANTRY,PO BOX 14,ORLAND,CA,95963-0014,K31,NA
134220643,COMMUNITY BREADBASKET INC,2633 ALTRURIA RD,MEMPHIS,TN,38134-4721,K31,NA
134243178,STONE COUNTY COMMUNITY FOOD MINISTRY,PO BOX 5,MOUNTAIN VIEW,AR,72560-0005,K31,NA
134269788,SERAMA COUNCIL OF NORTH AMERICA INC,PO BOX 159,VACHERIE,LA,70090-0159,K20,NA
134285075,FOUNDATION OF THE WORLD,4440 ROSEMAN TRL,CUMMING,GA,30040-9370,K30,NA
134298293,GREATER LEWIS COUNTY FARMERS MARKET ASSOCIATION,PO BOX 931,CHEHALIS,WA,98532-0931,K93,COMMUNITY FARMERS MARKET
134301530,FOOD PANTRY OF INDIAN RIVER COUNTY INC,2206 16TH AVE,VERO BEACH,FL,32960-3405,K31,NA
134314187,MANNA PANTRY,620 N CEMETERY RD,YUKON,OK,73099-6495,K31,NA
141849963,INTERFAITH FOOD BANK INC,PO BOX 1448,CLUTE,TX,77531-1448,K31,NA
141892228,SOUP KITCHEN,301 S BOULEVARD,IDAHO FALLS,ID,83401-4391,K30,NA
141900487,LLANO FOOD PANTRY INC,PO BOX 204,LLANO,TX,78643-0204,K31,NA
141938201,SOUTH CORVALLIS FOOD BANK,1800 SW 3RD ST STE 110,CORVALLIS,OR,97333-1298,K31,NA
141987398,NEWTON COUNTY FOOD BASKET BRIGADE INC,PO BOX 925,NEOSHO,MO,64850-0925,K31,NA
141994014,EDEN EARTHWORKS INC,PO BOX 711458,MOUNTAIN VIEW,HI,96771-1458,K30,NA
161644620,COMMUNITY THANKSGIVING DINNER FOUNDATION,PO BOX 1556,TOPEKA,KS,66601-1556,K30,NA
161653653,ANSON MEALS ON WHEELS INC,1225 AVENUE J,ANSON,TX,79501-4425,K36,NA
161657137,HELPING HANDS OUTREACH CENTER OF GASCONADE COUNTY,3522 KOZARK RD,OWENSVILLE,MO,65066-2600,K31,NA
161688361,HANDS OF JESUS INC,PO BOX 304,GUTHRIE,OK,73044-0304,K31,NA
161776733,SOUTHWEST MAGIC FOOD PROGRAM,PO BOX 599,FRESNO,TX,77545-0599,K30,NA
200101826,EARTH SHARE GARDENS,PO BOX 53635,LAFAYETTE,LA,70505-3635,K20,NA
200230550,HARVEST HOUSE HAITI INC,NORTHEAST 47TH PLACE,OCALA,FL,34479-0000,P20,NA
200243453,HEARTS FOR HUMANITY INC,2830 ARROWHEAD ST,EUGENE,OR,97404-3815,K31,NA
200252395,GROWER-SHIPPER ASSOCIATION FOUNDATION,16 W GABILAN ST 201,SALINAS,CA,93901-2713,K20,NA
200252689,JUBILEE HARVEST MINISTRIES INTERNATIONAL,251 GREEN MEADOWS RD,WILMER,TX,75172-3336,P20,NA
200261888,BIG SUN CATTLEMENS ASSOCIATIONS INC,PO BOX 6696,OCALA,FL,34478-6696,K20,NA
200303787,CHRISTIAN WOMEN ENCOURAGING EACH OTHER INC,172 HIGHWAY 130,LOUISVILLE,AL,36048-3614,K31,NA
200347652,ROSE OF SHARON INC,723 ARCADIA CIR NW,HUNTSVILLE,AL,35801-5941,K35,THERESA ELLEN WILSON
200353235,WEST SHORE FOOD BANK,PO BOX 630,LAKESIDE,MT,59922-0630,K31,NA
200408375,GALVESTON COUNTY FOOD BANK,624 4TH AVE N,TEXAS CITY,TX,77590-7633,P60,NA
200411324,INTERNATIONAL MILLING EDUCATION FOUNDATION,12351 W 96TH TER STE 100,LENEXA,KS,66215-4410,K19,NA
200564224,COMPASSION GLOBAL INC,3850 MARIETTA WAY,SAINT CLOUD,FL,34772-8711,K30,NA
200617888,KIDS AGAINST HUNGER CAIRO GA INC,418 4TH ST NE,CAIRO,GA,39828-2149,K31,NA
200628307,PLAINS GRAINS INC,127 NOBLE RESEARCH CTR,STILLWATER,OK,74078-3030,K20,NA
200641203,MARTIN COUNTY COMMUNITY FUND INC,PO BOX 1189,STANTON,TX,79782-1189,K31,NA
200644723,DIGNITY MINISTRY,1130 SIMMONS RD,KISSIMMEE,FL,34744-5625,K36,NA
200691437,LES DAMES D ESCOFFIER-AUSTIN CHAPTER,PO BOX 9141,AUSTIN,TX,78766-9141,K12,NA
200709735,TEXAS MASTER GARDENER ASSOCIATION INC,PO BOX B,RUSK,TX,75785-0504,K20,CHEROKEE COUNTY MASTER GARDENERS
200714861,FARMS OF AMADOR,PO BOX 1543,JACKSON,CA,95642-1543,K20,NA
200759443,SMOKIN ON THE RIO INC,PO BOX 1379,WESLACO,TX,78599-1379,K20,NA
200873646,EXTENDED HANDS FOOD BANK,4303 E CACTUS RD,PHOENIX,AZ,85032-7638,K31,NA
200891922,THE VACAVILLE STOREHOUSE,PO BOX 2790,VACAVILLE,CA,95696-2790,K31,NA
200902496,EVERY DOLLAR FEEDS KIDS,8 N SAN PEDRO RD,SAN RAFAEL,CA,94903-4007,K30,NA
200972935,PAWNEE WELL USERS INC,PO BOX 1723,STERLING,CO,80751-1723,K20,NA
201004201,COMMONS CENTER FOR FOOD SECURITY & SUSTAINABILITY,PO BOX 416,SILVER CITY,NM,88062-0416,P20,NA
201023329,HOPES KITCHEN INC,PO BOX 854,KIRKSVILLE,MO,63501-0854,K35,NA
201034101,TEXAS MASTER GARDENER ASSOCIATION INC,114 W MAIN ST,BRADY,TX,76825-4527,K20,CENTRAL TEXAS MASTER GARDENERS
201109199,TOUCH ONES UNITED CREATING HOPE INC,4602 S ESTRELLA PRIVADO,ONTARIO,CA,91761-2726,K31,NA
201193434,FEED THE HUNGRY SAN MIGUEL INC,220 N ZAPATA HWY STE 11,LAREDO,TX,78043-4464,K30,NA
201245073,WESTERN PULSE GROWERS ASSOCIATION INC,2780 W PULLMAN RD,MOSCOW,ID,83843-4024,K20,NA
201256778,BAJA ARIZONA SUSTAINABLE AGRICULTURE,4569 S BURRO DR,SIERRA VISTA,AZ,85650-8136,K20,NA
201327556,ACCREDITED CERTIFIERS ASSOCIATION INC,PO BOX 332,PORT RICHEY,FL,34673-0332,K20,NA
201383648,MOUNTAIN MEALS ON WHEELS INC,PO BOX 623,LK ARROWHEAD,CA,92352-0623,K36,NA
201459636,ACTION MISSION MINISTRY INC,18 WILLIAM HOLMES BORDERS JR DRIVE,ATLANTA,GA,30312-1724,K31,NA
201501263,SOUTH GRAND LAKE MEALS ON WHEELS INC,PO BOX 548,KETCHUM,OK,74349-0548,K36,NA
201526073,SPARH VUE WATER ASSOCIATION,PO BOX 99,GREENBANK,WA,98253-0099,K20,NA
201544028,LAMB OF GOD OUTREACH TO THE STREETS,28 BUENA PARK CIR,MANVEL,TX,77578-4527,K30,NA
201576039,AFRICAN ORPHANS FOUNDATION,34 PASEO MIRASOL,TIBURON,CA,94920-2021,K30,NA
201593618,BROKEN BRANCH WATER USERS ASSOCIATION INC,2890 E LIVE OAK CIR,SALT LAKE CTY,UT,84117-5544,K20,NA
201635866,TEXAS MASTER GARDENER ASSOCIATION INC,203 VETERANS DRIVE,NAVASOTA,TX,77868-0000,K20,GRIMES COUNTY MASTER GARDENER ASSOC
201659092,HOPES CHILDREN INC,1550 CHARLIE SHIRLEY RD,NORTHPORT,AL,35473-8173,K30,NA
201667090,TOYS FOR TOTS-FOOD FOR FAMILIES,7345 US HIGHWAY 50,LAMAR,CO,81052-9563,P60,NA
201667103,RIO GRANDE FOOD PROJECT,PO BOX 7174,ALBUQUERQUE,NM,87194-7174,K30,NA
201729749,OREGON AQUACULTURE ASSOCIATION,PO BOX 1210,TURNER,OR,97392-1210,K20,NA
201776123,WELLBECK FOUNDATION,PO BOX 6505,SAN DIEGO,CA,92166-0505,K20,NA
201852060,ONITSHA ADO CLUB OF ATLANTA INC,PO BOX 1666,MARIETTA,GA,30061-1666,K36,NA
201878485,TEXAS MASTER GARDENER ASSOCIATION INC,701 SOMERSET DR,EL PASO,TX,79912-4914,K20,EL PASO MASTER GARDENERS
201927260,TEXAS MASTER GARDENER ASSOCIATION INC,519 N SYCAMORE ST,PALESTINE,TX,75801-2839,K20,ANDERSON COUNTY
201930950,TEXAS MASTER GARDENER ASSOCIATION INC,501 PALMER ST,LIBERTY,TX,77575-5541,K20,LIBERTY COUNTY MASTER GARDENER ASSC
201950773,HELPING HUNGRY KIDS INC,2821 HARLEY CT STE 300,COLUMBUS,GA,31909-2772,K31,NA
201989492,FRIENDS OF REFUGEES INC,PO BOX 548,CLARKSTON,GA,30021-0548,K31,NA
202029859,FERNDALE SENIOR RESOURCE AGENCY,PO BOX 726,FERNDALE,CA,95536-0726,K36,NA
